key_mlbam,name_first,name_last,team,opponent,is_home,dk_slot,game_pk,game_datetime,DK_Points,Ceiling_DK_Points,Boom_Adjusted_DK_Points,Value_Score,Estimated_Salary
596142,Gary,Sánchez,MIL,CIN,False,C,824469,2026-09-06T16:10:00Z,4.85300071441156,15.400000000000006,9.591463049554298,2.5922873106903506,3700.0
571970,Max,Muncy,LAD,WSH,True,3B,823903,2026-09-07T02:10:00Z,4.8355585740394575,16.0,11.218401554191589,3.0320004200517805,3700.0
813841,Jonah,Cox,SF,NYM,False,OF,823578,2026-09-06T17:40:00Z,4.83365564546639,14.700000000000006,9.606869377946584,2.5964511832288064,3700.0
687551,Drew,Gilbert,SF,NYM,False,OF,823578,2026-09-06T17:40:00Z,4.829763406641888,11.0,9.1298772337787,2.4675343875077567,3700.0
656537,Derek,Hill,PHI,ATL,True,OF,823417,2026-09-06T17:10:00Z,4.825696125273001,12.0,8.933362357453994,2.4144222587713497,3700.0
602104,Ramón,Urías,STL,COL,False,3B,824309,2026-09-06T19:10:00Z,4.821762134426206,11.000000000000004,9.682925539151311,2.617006902473327,3700.0
690993,Colt,Keith,DET,CLE,False,3B,824385,2026-09-06T17:40:00Z,4.815992071658949,10.400000000000006,9.891735297051472,2.6734419721760734,3700.0
701162,Ben,Malgeri,DET,CLE,False,OF,824385,2026-09-06T17:40:00Z,4.81514873792213,9.0,9.58056484484854,2.589341849959065,3700.0
694197,Angel,Genao,CLE,DET,True,2B,824385,2026-09-06T17:40:00Z,4.800932259115659,12.0,8.614462539553712,2.3282331187983005,3700.0
675961,Alika,Williams,ATH,SEA,False,SS,823091,2026-09-06T20:10:00Z,4.79538498439185,10.0,9.018813754726605,2.4375172310071904,3700.0
676609,José,Caballero,NYY,SD,False,SS,823253,2026-09-06T20:10:00Z,4.790675452405544,13.200000000000015,9.46510709374516,2.558137052363557,3700.0
691728,Zac,Veen,COL,STL,True,OF,824309,2026-09-06T19:10:00Z,4.78151796514526,10.400000000000006,8.85779077250249,2.393997506081754,3700.0
686780,Pedro,Pagés,STL,COL,False,C,824309,2026-09-06T19:10:00Z,4.780874591145113,5.899999999999999,8.565042774189887,2.3148764254567262,3700.0
683766,Christian,Koss,SF,NYM,False,3B,823578,2026-09-06T17:40:00Z,4.767823415442915,7.399999999999999,8.742309336828093,2.3627863072508357,3700.0
605170,Víctor,Caratini,MIN,CWS,False,C,824552,2026-09-06T22:20:00Z,4.767063653841023,9.0,8.806747687452159,2.3802020776897725,3700.0
669701,Josh,Smith,TOR,KC,False,2B,824065,2026-09-06T18:10:00Z,4.766371765168811,8.0,8.440345639601345,2.2811744971895527,3700.0
668942,Josh,Rojas,KC,TOR,True,3B,824065,2026-09-06T18:10:00Z,4.7642305483221525,8.800000000000004,8.583851520771885,2.319959870478888,3700.0
665953,Andrés,Chaparro,WSH,LAD,False,1B,823903,2026-09-07T02:10:00Z,4.756418753558399,12.799999999999995,11.063027973773195,2.990007560479242,3700.0
640902,Jhonny,Pereda,SEA,ATH,True,C,823091,2026-09-06T20:10:00Z,4.754368188657469,9.0,8.618298999487092,2.329269999861376,3700.0
676369,Nelson,Velázquez,HOU,AZ,True,OF,824142,2026-09-06T18:10:00Z,4.749591596994789,14.0,9.53380228163233,2.576703319360089,3700.0
667472,Dane,Myers,CIN,MIL,True,OF,824469,2026-09-06T16:10:00Z,4.747577801590515,9.0,8.735257398752733,2.360880378041279,3700.0
668723,Ryan,Vilade,TB,TEX,False,OF,822848,2026-09-06T18:35:00Z,4.675779270508614,16.0,9.694263589571314,2.6928509971031427,3600.0
642215,Weston,Wilson,SEA,ATH,True,3B,823091,2026-09-06T20:10:00Z,4.674370852612214,8.0,7.8766984374767475,2.187971788187985,3600.0
683357,Owen,Caissie,MIA,CHC,True,OF,823822,2026-09-06T17:40:00Z,4.672001989606566,13.0,9.174216412354635,2.5483934478762875,3600.0
573262,Mike,Yastrzemski,ATL,PHI,False,OF,823417,2026-09-06T17:10:00Z,4.661867293028289,10.0,8.88833552264154,2.46898208962265,3600.0
699393,Pedro,Ramírez,CHC,MIA,False,2B,823822,2026-09-06T17:40:00Z,4.659881533679101,13.0,9.400936674921905,2.6113712985894177,3600.0
642201,Eli,White,BOS,BAL,False,OF,824794,2026-09-06T17:35:00Z,4.657119730976241,9.0,8.703231719320389,2.417564366477886,3600.0
694673,Abimelec,Ortiz,WSH,LAD,False,1B,823903,2026-09-07T02:10:00Z,4.6529216497766965,12.0,8.861623160523894,2.461561989034415,3600.0
624431,Jose,Trevino,CIN,MIL,True,C,824469,2026-09-06T16:10:00Z,4.634949969617885,12.1,10.066843631132256,2.7963454530922935,3600.0
595879,Javier,Báez,DET,CLE,False,SS,824385,2026-09-06T17:40:00Z,4.62959423080783,11.0,7.896646725029494,2.1935129791748595,3600.0
691019,Kyle,Teel,CWS,MIN,True,C,824552,2026-09-06T22:20:00Z,4.627817504428504,11.0,9.248758276435838,2.5690995212321774,3600.0
664728,Kyle,Isbel,KC,TOR,True,OF,824065,2026-09-06T18:10:00Z,4.627614407309815,10.200000000000015,8.823382364430419,2.450939545675116,3600.0
814430,Brett,Callahan,DET,CLE,False,OF,824385,2026-09-06T17:40:00Z,4.621885785726636,9.999999999999998,8.326297569892466,2.3128604360812406,3600.0
669257,Will,Smith,LAD,WSH,True,C,823903,2026-09-07T02:10:00Z,4.61779118105183,12.799999999999995,8.831549302614244,2.4532081396150676,3600.0
691783,Jordan,Lawlar,AZ,HOU,False,OF,824142,2026-09-06T18:10:00Z,4.606797617555278,14.5,9.603883705198664,2.6677454736662956,3600.0
656716,Zach,McKinstry,DET,CLE,False,OF,824385,2026-09-06T17:40:00Z,4.586970210165639,9.0,8.22484846408379,2.284680128912164,3600.0
678218,Brandon,Valenzuela,TOR,KC,False,C,824065,2026-09-06T18:10:00Z,4.580690402825217,13.0,9.413481294177412,2.614855915049281,3600.0
702616,Jackson,Holliday,BAL,BOS,True,2B,824794,2026-09-06T17:35:00Z,4.579327449935258,14.0,8.941514870790265,2.4837541307750732,3600.0
660821,Jesús,Sánchez,TOR,KC,False,OF,824065,2026-09-06T18:10:00Z,4.55110078496099,9.0,8.749969966728681,2.4305472129801893,3600.0
687221,Dalton,Rushing,LAD,WSH,True,C,823903,2026-09-07T02:10:00Z,4.541921539415952,14.600000000000009,11.007299830316216,3.0575832861989487,3600.0
678391,Jorbit,Vivas,WSH,LAD,False,3B,823903,2026-09-07T02:10:00Z,4.533065111699379,7.799999999999997,7.913555903523374,2.198209973200937,3600.0
645302,Víctor,Robles,SEA,ATH,True,OF,823091,2026-09-06T20:10:00Z,4.530093042126315,9.200000000000005,8.170289301476126,2.2695248059655904,3600.0
643396,Isiah,Kiner-Falefa,BOS,BAL,False,2B,824794,2026-09-06T17:35:00Z,4.520914085287011,9.400000000000006,8.052226936698714,2.2367297046385315,3600.0
683748,Victor,Mesa,TB,TEX,False,OF,822848,2026-09-06T18:35:00Z,4.511115206474679,14.5,9.244612798462317,2.5679479995728656,3600.0
814439,Ryan,Waldschmidt,AZ,HOU,False,OF,824142,2026-09-06T18:10:00Z,4.4948748281647255,9.9,8.004488315612555,2.223468976559043,3600.0
643376,Danny,Jansen,TEX,TB,True,C,822848,2026-09-06T18:35:00Z,4.4931501835647385,12.0,9.055651693599504,2.51545880377764,3600.0
664774,LaMonte,Wade,HOU,AZ,True,OF,824142,2026-09-06T18:10:00Z,4.488301637786479,9.0,9.000201287439044,2.500055913177512,3600.0
669134,Luis,Campusano,SD,NYY,True,C,823253,2026-09-06T20:10:00Z,4.4635173348054185,16.4,9.520898143717549,2.64469392881043,3600.0
691011,Drew,Romo,CWS,MIN,True,C,824552,2026-09-06T22:20:00Z,4.458815645494799,10.600000000000009,9.030173240654404,2.5083814557373345,3600.0
701852,Drew,Cavanaugh,SF,NYM,False,C,823578,2026-09-06T17:40:00Z,4.4577578378937295,8.0,7.993884899979831,2.2205235833277306,3600.0
806146,George,Lombard,NYY,SD,False,SS,823253,2026-09-06T20:10:00Z,4.447534685669934,8.0,7.946149656335178,2.2072637934264385,3600.0
683227,Cody,Freeman,TEX,TB,True,3B,822848,2026-09-06T18:35:00Z,4.444531643757472,10.0,7.677025559939329,2.132507099983147,3600.0
670770,TJ,Friedl,CIN,MIL,True,OF,824469,2026-09-06T16:10:00Z,4.436783574975518,7.200000000000017,8.008109711072636,2.224474919742399,3600.0
650559,Bryan,De La Cruz,PHI,ATL,True,OF,823417,2026-09-06T17:10:00Z,4.436630435424834,10.400000000000006,7.796131886533317,2.1655921907036992,3600.0
663494,Bryan,Torres,STL,COL,False,OF,824309,2026-09-06T19:10:00Z,4.42617111398671,8.899999999999999,8.521849198422123,2.434814056692035,3500.0
663743,Nick,Fortes,TB,TEX,False,C,822848,2026-09-06T18:35:00Z,4.413296126811724,10.200000000000005,8.448463301461738,2.4138466575604967,3500.0
695670,Harry,Ford,WSH,LAD,False,C,823903,2026-09-07T02:10:00Z,4.400119814197319,11.0,8.75084004190358,2.5002400119724513,3500.0
665966,Carlos,Narváez,BAL,BOS,True,C,824794,2026-09-06T17:35:00Z,4.389381715529074,6.0,7.587078640661286,2.167736754474653,3500.0
666211,Taylor,Trammell,HOU,AZ,True,OF,824142,2026-09-06T18:10:00Z,4.38764450278425,12.0,8.53314846792528,2.4380424194072225,3500.0
668952,Ryan,Kreidler,MIN,CWS,False,SS,824552,2026-09-06T22:20:00Z,4.359932774060173,10.400000000000006,8.786206880589672,2.5103448230256205,3500.0
669720,Austin,Hays,SD,NYY,True,OF,823253,2026-09-06T20:10:00Z,4.351116714957402,7.400000000000002,7.740022469486034,2.211434991281724,3500.0
806367,Turner,Hill,SF,NYM,False,OF,823578,2026-09-06T17:40:00Z,4.340837514015039,10.900000000000002,7.868505928767827,2.248144551076522,3500.0
669392,Samad,Taylor,SD,NYY,True,OF,823253,2026-09-06T20:10:00Z,4.339064093913151,12.0,8.476562730562957,2.4218750658751307,3500.0
687529,Grant,McCray,SF,NYM,False,OF,823578,2026-09-06T17:40:00Z,4.319715361843972,7.700000000000006,7.993477080987693,2.2838505945679124,3500.0
801126,Brock,Rodden,SEA,ATH,True,SS,823091,2026-09-06T20:10:00Z,4.317379881491655,8.5,7.145807006237845,2.0416591446393846,3500.0
518595,Travis,d'Arnaud,LAA,PIT,False,C,823336,2026-09-06T17:35:00Z,4.310434927837874,5.0,7.2764398820492175,2.0789828234426335,3500.0
687957,Dustin,Harris,SD,NYY,True,OF,823253,2026-09-06T20:10:00Z,4.307607876643438,8.8,7.124489788165499,2.035568510904428,3500.0
682877,Juan,Brito,CIN,MIL,True,2B,824469,2026-09-06T16:10:00Z,4.249236240428994,9.3,8.282661400081583,2.3664746857375953,3500.0
657041,Lane,Thomas,ATL,PHI,False,OF,823417,2026-09-06T17:10:00Z,4.230761268798319,12.0,8.988371371123932,2.568106106035409,3500.0
673490,Ha-Seong,Kim,ATL,PHI,False,SS,823417,2026-09-06T17:10:00Z,4.2293555096595785,5.0,6.225093517977863,1.778598147993675,3500.0
695490,Edwin,Arroyo,CIN,MIL,True,2B,824469,2026-09-06T16:10:00Z,4.201202967820298,7.5,6.943781887456847,1.9839376821305277,3500.0
666023,Freddy,Fermin,SD,NYY,True,C,823253,2026-09-06T20:10:00Z,4.194039861372464,7.899999999999999,7.951824990151659,2.271949997186188,3500.0
686668,Brenton,Doyle,CWS,MIN,True,OF,824552,2026-09-06T22:20:00Z,4.167888333544189,8.0,7.960067786049041,2.2743050817282975,3500.0
687597,Jordan,Beck,COL,STL,True,OF,824309,2026-09-06T19:10:00Z,4.16658776436512,7.200000000000003,7.074518295689831,2.021290941625666,3500.0
669743,Alex,Call,LAD,WSH,True,OF,823903,2026-09-07T02:10:00Z,4.158307219734831,7.0,7.225547415022719,2.0644421185779196,3500.0
694377,Nick,Yorke,PIT,LAA,True,3B,823336,2026-09-06T17:35:00Z,4.132142094040725,12.0,7.792946892107309,2.292043203560973,3400.0
693409,César,Prieto,STL,COL,False,3B,824309,2026-09-06T19:10:00Z,4.124066908253063,2.400000000000002,5.119733440493074,1.5058039530861984,3400.0
672016,Denzel,Clarke,ATH,SEA,False,OF,823091,2026-09-06T20:10:00Z,4.120432183890299,6.399999999999999,6.228205495547256,1.831825145749193,3400.0
623168,Tyler,Heineman,LAA,PIT,False,C,823336,2026-09-06T17:35:00Z,4.091951584390358,6.399999999999999,7.040172708605934,2.070639031942922,3400.0
670032,Nicky,Lopez,TEX,TB,True,2B,822848,2026-09-06T18:35:00Z,4.081539087576755,8.0,6.903205618539459,2.030354593688076,3400.0
571771,Enrique,Hernández,LAD,WSH,True,3B,823903,2026-09-07T02:10:00Z,4.077281803525199,8.499999999999996,8.682532430074566,2.5536860088454607,3400.0
622761,Jorge,Mateo,TB,TEX,False,SS,822848,2026-09-06T18:35:00Z,4.074003937880039,11.400000000000006,8.021730999138873,2.3593326468055507,3400.0
687749,Jase,Bowen,SD,NYY,True,OF,823253,2026-09-06T20:10:00Z,4.064939605841936,8.0,7.735982910410074,2.275289091297081,3400.0
664702,Myles,Straw,TOR,KC,False,OF,824065,2026-09-06T18:10:00Z,4.055364386561052,9.0,7.571996787821261,2.2270578787709594,3400.0
624428,Adam,Frazier,LAA,PIT,False,2B,823336,2026-09-06T17:35:00Z,4.048731859704238,11.0,7.483042679461719,2.2008949057240352,3400.0
694376,Shay,Whitcomb,SF,NYM,False,3B,823578,2026-09-06T17:40:00Z,4.029287256955505,8.5,8.61072056749057,2.5325648727913443,3400.0
688363,Graham,Pauley,MIA,CHC,True,3B,823822,2026-09-06T17:40:00Z,4.028306396973663,8.400000000000006,8.431050614974067,2.4797207691100196,3400.0
595978,Austin,Hedges,CLE,DET,True,C,824385,2026-09-06T17:40:00Z,4.02033112286808,10.5,8.190884865300674,2.409083783911963,3400.0
666624,Christopher,Morel,NYM,SF,True,1B,823578,2026-09-06T17:40:00Z,3.966808972402299,5.0,5.706455594670848,1.6783692925502494,3400.0
686475,Tyler,Tolbert,KC,TOR,True,SS,824065,2026-09-06T18:10:00Z,3.963063116148315,7.0,9.38253887225984,2.7595702565470117,3400.0
665923,Esteury,Ruiz,MIA,CHC,True,OF,823822,2026-09-06T17:40:00Z,3.948768294006836,9.600000000000009,7.609915168746447,2.238210343748955,3400.0
668800,Andrew,Knizner,SF,NYM,False,C,823578,2026-09-06T17:40:00Z,3.911144186990576,7.800000000000001,8.434587395602623,2.480760998706654,3400.0
801501,Nate,Furman,SF,NYM,False,2B,823578,2026-09-06T17:40:00Z,3.9019807641811113,4.799999999999999,5.748057685655404,1.6906052016633542,3400.0
807727,Charles,McAdoo,TOR,KC,False,2B,824065,2026-09-06T18:10:00Z,3.886286818529161,13.200000000000005,7.792745060978452,2.2919838414642504,3400.0
500743,Miguel,Rojas,LAD,WSH,True,2B,823903,2026-09-07T02:10:00Z,3.849439869986945,8.0,6.939285487383483,2.102813784055601,3300.0
690984,Petey,Halpin,CLE,DET,True,OF,824385,2026-09-06T17:40:00Z,3.822261201769354,7.600000000000001,8.32439125945856,2.5225428058965336,3300.0
823550,Sung Mun,Song,SD,NYY,True,2B,823253,2026-09-06T20:10:00Z,3.822261201769354,7.0,7.167527852557862,2.1719781371387463,3300.0
681807,David,Fry,CLE,DET,True,OF,824385,2026-09-06T17:40:00Z,3.779278039952736,10.0,7.598590579185799,2.3026032058138783,3300.0
687231,Darell,Hernaiz,ATH,SEA,False,SS,823091,2026-09-06T20:10:00Z,3.772165659533441,8.0,6.922038560455268,2.0975874425622023,3300.0
645305,Ali,Sánchez,NYY,SD,False,C,823253,2026-09-06T20:10:00Z,3.68309788397062,8.8,7.141849532031372,2.164196827888295,3300.0
640459,Brian,Navarreto,MIA,CHC,True,C,823822,2026-09-06T17:40:00Z,3.615298440400621,3.500000000000007,6.921580340057696,2.0974485878962716,3300.0
621550,Patrick,Wisdom,SEA,ATH,True,3B,823091,2026-09-06T20:10:00Z,3.615298440400621,4.200000000000003,7.142966855153408,2.164535410652548,3300.0
668909,Gavin,Williams,CLE,DET,True,P,824385,2026-09-06T17:40:00Z,20.72396146600484,34.92722222222223,20.72396146600484,3.0632957832034315,9400.0
693855,Ian,Seymour,TB,TEX,False,P,822848,2026-09-06T18:35:00Z,20.112560094438148,22.83907407407407,20.112560094438148,2.9877710788677048,9200.0
801139,Payton,Tolle,BOS,BAL,False,P,824794,2026-09-06T17:35:00Z,18.585615334109068,28.18,18.585615334109068,2.9003663020603003,8600.0
543037,Gerrit,Cole,NYY,SD,False,P,823253,2026-09-06T20:10:00Z,17.67004144157864,29.42111111111111,17.67004144157864,2.826517269009887,8300.0
641816,Tyler,Mahle,ATL,PHI,False,P,823417,2026-09-06T17:10:00Z,16.66662004963618,22.072962962962965,16.66662004963618,2.6934935838286878,8000.0
650633,Mike,King,SD,NYY,True,P,823253,2026-09-06T20:10:00Z,15.375201376295792,19.70833333333333,15.375201376295792,2.578986036944977,7500.0
605400,Aaron,Nola,PHI,ATL,True,P,823417,2026-09-06T17:10:00Z,15.289856799831917,22.44611111111111,15.289856799831917,2.728521444559112,7500.0
593958,Eduardo,Rodríguez,AZ,HOU,False,P,824142,2026-09-06T18:10:00Z,15.194320353395243,18.862222222222226,15.194320353395243,2.6993752254175933,7400.0
669022,MacKenzie,Gore,TEX,TB,True,P,822848,2026-09-06T18:35:00Z,15.078754743935226,24.14111111111111,15.078754743935226,2.6739746094178107,7400.0
693433,Bryan,Woo,SEA,ATH,True,P,823091,2026-09-06T20:10:00Z,14.732060704855886,27.96666666666667,14.732060704855886,2.8565308679876074,7300.0
694973,Paul,Skenes,PIT,LAA,True,P,823336,2026-09-06T17:35:00Z,14.180569996401433,27.72722222222222,14.180569996401433,2.7837302440022866,7100.0
605280,Clay,Holmes,CHC,MIA,False,P,823822,2026-09-06T17:40:00Z,13.997485735247755,20.552777777777777,13.997485735247755,2.579548957274303,7000.0
695611,Gage,Jump,ATH,SEA,False,P,823091,2026-09-06T20:10:00Z,13.763496213835092,26.98333333333333,13.763496213835092,3.0347425882837737,6900.0
700712,Walbert,Ureña,LAA,PIT,False,P,823336,2026-09-06T17:35:00Z,13.715232012732583,20.243333333333336,13.715232012732583,2.636426138991601,6900.0
663567,Peter,Lambert,HOU,AZ,True,P,824142,2026-09-06T18:10:00Z,13.53736561499452,22.89388888888889,13.53736561499452,2.6742512344511242,6800.0
681517,Kyle,Leahy,STL,COL,False,P,824309,2026-09-06T19:10:00Z,13.001813322711854,20.58148148148148,13.001813322711854,2.564592000612187,6600.0
681035,Christian,Scott,NYM,SF,True,P,823578,2026-09-06T17:40:00Z,12.772264102095852,22.25722222222222,12.772264102095852,2.5408430694451734,6600.0
674841,Andrew,Alvarez,WSH,LAD,False,P,823903,2026-09-07T02:10:00Z,12.66170905422632,18.511111111111116,12.66170905422632,2.5049808588432536,6500.0
663903,Brady,Singer,CIN,MIL,True,P,824469,2026-09-06T16:10:00Z,11.787986578601217,19.726296296296294,11.787986578601217,2.705599218990534,6200.0
677976,Randy,Dobnak,KC,TOR,True,P,824065,2026-09-06T18:10:00Z,11.65974687547327,17.038888888888888,11.65974687547327,2.464857055443225,6200.0
663969,Tyler,Phillips,MIA,CHC,True,P,823822,2026-09-06T17:40:00Z,11.186314928905915,14.121111111111112,11.186314928905915,2.4507371396432913,6000.0
680694,Kyle,Bradish,BAL,BOS,True,P,824794,2026-09-06T17:35:00Z,10.795058466164624,25.09555555555557,10.795058466164624,3.059389709141877,5800.0
641927,Bailey,Ober,MIN,CWS,False,P,824552,2026-09-06T22:20:00Z,9.822431400961154,19.903703703703705,9.822431400961154,2.984478286162464,5500.0
690986,Kyle,Harrison,MIL,CIN,False,P,824469,2026-09-06T16:10:00Z,9.097170019104457,30.326666666666668,9.097170019104457,3.386211667760384,5200.0
685299,Tanner,Gordon,COL,STL,True,P,824309,2026-09-06T19:10:00Z,9.002892880766705,14.340000000000002,9.002892880766705,2.2825500288278997,5200.0
695549,Jackson,Jobe,DET,CLE,False,P,824385,2026-09-06T17:40:00Z,8.45746855868525,13.925925925925927,8.45746855868525,2.7904945127133134,5000.0
681293,Spencer,Arrighetti,TOR,KC,False,P,824065,2026-09-06T18:10:00Z,8.143286346816414,20.82277777777778,8.143286346816414,2.8404957770600388,4900.0
680736,Justin,Wrobleski,LAD,WSH,True,P,823903,2026-09-07T02:10:00Z,7.828697761976606,25.45148148148149,7.828697761976606,2.9949404487382276,4800.0
663542,Bryan,Hudson,CWS,MIN,True,P,824552,2026-09-06T22:20:00Z,-1.564363734061018,5.65,-1.564363734061018,0.11418500729494929,2000.0
