key_mlbam,name_first,name_last,team,opponent,is_home,game_pk,game_datetime,PA_L,PA_R,Expected_Bases,Expected_BB,Expected_HBP,Expected_RBI,Game_Hit_Probability,Matchup_Hit_Probability,Matchup_Ratio,Adjusted_Expected_Bases,DK_Points_Hitter_HitType,DK_Points_Hitter,dk_slot,DK_Points_Hitter_Source,Ceiling_DK_Points,n_games,Ceiling_Source,Upside_Deviation,Upside_Deviation_Source,Boom_Adjusted_DK_Points,Boom_Rate,Boom_Rate_Source,Matchup_Boom_Score
666018,Jonathan,Aranda,TB,HOU,True,822927,2026-09-12T22:10:00Z,171.0,439,1.5793849786438847,0.2125707727634176,0.1258490041164331,0.4833406570339177,0.6314147929770978,0.5862415600412105,0.928457119728068,1.4663912282134774,3.9589630379307468,6.4419128660324025,1B,model,14.900000000000006,142,player,4.342786680282562,player,10.784699546314965,0.13380281690140844,player,0.12423017799178374
676475,Alec,Burleson,STL,CWS,True,823009,2026-09-12T23:15:00Z,189.0,425,1.2874850957389865,0.3661766599471012,0.0228518121469508,0.5518672959254886,0.6335647112184132,0.6428867304568414,1.0147136023729937,1.3064286394988456,3.5270960409189835,6.439596831913737,1B,model,16.0,143,player,5.298218968656982,player,11.737815800570718,0.17482517482517482,player,0.17739748293234153
592885,Christian,Yelich,MIL,CIN,True,823737,2026-09-12T23:10:00Z,118.0,328,1.3641337505637292,0.3035968837484364,0.0054932735426008,0.4348569351435062,0.6023094308441526,0.5972429540787957,0.9915882493185337,1.3526589975578136,3.6519087616065855,6.413372422134498,,model,15.0,103,player,4.441673220433945,player,10.855045642568442,0.14563106796116504,player,0.14440605572600004
694208,Moisés,Ballesteros,LAA,WSH,False,822685,2026-09-12T20:05:00Z,49.0,251,1.3231510773514388,0.3010983660130719,0.0,0.3621782435579596,0.5710925833051681,0.5513842474487716,0.9654901211598029,1.2774892939847644,3.4489655959000673,6.405512803775093,,model,10.0,91,player,4.27821776928323,player,10.683730573058323,0.08791208791208792,player,0.08487825240965301
699013,Esmerlyn,Valdez,PIT,CHC,False,824630,2026-09-12T18:20:00Z,111.0,173,1.2356932755066987,0.4349089123153555,0.002156690140845,0.4453982022214587,0.5605152220318252,0.6318402941864512,1.1272491260738253,1.3929341649102287,3.7606436584246357,6.3990461265954375,OF,model,16.400000000000006,69,player,7.017736122235696,player,13.416782248831133,0.21739130434782608,player,0.24505415784213594
686948,Drake,Baldwin,ATL,PHI,True,824870,2026-09-12T23:15:00Z,203.0,348,1.4390697254639746,0.1515404766453338,0.0512218693284936,0.3475553826984992,0.6566096512654119,0.6137759674478813,0.9347653758439555,1.34519255278899,3.6317508540197156,6.389012531736346,C,model,14.700000000000003,124,player,5.326187564793572,player,11.715200096529918,0.16129032258064516,player,0.15076860900708958
666182,Bo,Bichette,NYM,NYY,False,823496,2026-09-12T17:35:00Z,170.0,449,1.4529501656918682,0.3979854363316839,0.0019789983844911,0.5589174750258916,0.6588586150359053,0.6177668408099037,0.9376318783905373,1.3623323930655087,3.678024994798261,6.388781176576111,3B,model,15.0,142,player,5.384433465115847,player,11.773214641691958,0.1267605633802817,player,0.11885474514809627
682928,CJ,Abrams,WSH,LAA,True,822685,2026-09-12T20:05:00Z,188.0,407,0.8069785578410469,0.3757118295079226,0.0221795434591747,0.2095004651114177,0.5495095950023168,0.5703229194679783,1.0378761802431744,0.8375438231502114,2.261200813740941,6.38386224554877,SS,model,18.0,140,player,5.924831990089437,player,12.308694235638207,0.19285714285714287,player,0.20016183476118365
660670,Ronald,Acuña,ATL,PHI,True,824870,2026-09-12T23:15:00Z,131.0,281,1.7355009812785682,0.2630687633498135,0.0074332524271844,0.4705050303233615,0.6205006013715417,0.5999283681200567,0.9668457480846713,1.6779617445459585,4.530161117925179,6.3639231191507175,OF,model,14.700000000000003,94,player,5.189971735296657,player,11.553894854447375,0.13829787234042554,player,0.1337127098414971
521692,Salvador,Pérez,KC,BOS,False,824712,2026-09-12T20:10:00Z,152.0,414,1.5313436395759716,0.0646307420494699,0.0721236749116607,0.69464222614841,0.6596476231796378,0.6244226595204577,0.946600332630036,1.4495703985935047,3.9135501621227444,6.356003948356461,,model,14.0,137,player,4.456669938597478,player,10.812673886953938,0.1386861313868613,player,0.13128033810197579
691023,Jordan,Walker,STL,CWS,True,823009,2026-09-12T23:15:00Z,163.0,447,1.3643705589670487,0.1804425407094687,0.0124129098360655,0.2637902708481825,0.6305933354946137,0.6126348943198079,0.9715213590693598,1.3255151397218892,3.5786257742211567,6.3534271145162915,OF,model,18.0,141,player,6.127294369849041,player,12.480721484365333,0.19858156028368795,player,0.19292622733292253
669394,Jake,Burger,TEX,AZ,False,825035,2026-09-13T00:10:00Z,146.0,413,1.344766525248987,0.6394944982066703,0.0162347197376267,0.4397116548771175,0.5684939770026802,0.548418164116575,0.9646859708312958,1.2972774009512473,3.502389527088178,6.338093283282168,1B,model,16.0,141,player,5.467100887262203,player,11.805194170544372,0.15602836879432624,player,0.15051837842757806
647304,Josh,Naylor,SEA,ATH,False,824955,2026-09-13T01:40:00Z,194.0,389,1.047306396454348,0.0820602008412505,0.0052530017152658,0.2128995584775864,0.6390355333311861,0.6218697132512084,0.9731379255383575,1.019173574048637,2.7515648152165104,6.279475500846775,1B,model,11.0,138,player,4.566399462890148,player,10.845874963736923,0.057971014492753624,player,0.05641379278483232
608348,Carson,Kelly,CHC,PIT,True,824630,2026-09-12T18:20:00Z,132.0,260,1.3459222145160574,0.1976487707965424,0.0733290152430523,0.7094995923534189,0.5977174185263888,0.6052151823032502,1.0125439941090328,1.3628054548461632,3.6793021669936716,6.273975033127903,C,model,13.600000000000009,105,player,5.020537026165443,player,11.294512059293346,0.10476190476190476,player,0.10607603747808916
665489,Vladimir,Guerrero,TOR,BAL,True,822768,2026-09-12T19:07:00Z,142.0,410,0.9887467203898052,0.2494733275723249,0.0044384057971014,0.2534273835304569,0.6238397408615257,0.4687636813788282,0.7514168313988193,0.7429609276912817,2.0058459125809227,6.261858962308078,1B,model,12.0,133,player,4.202066995077892,player,10.463925957385971,0.08270676691729323,player,0.062147256732233175
668904,Royce,Lewis,MIN,CLE,True,823657,2026-09-12T20:10:00Z,122.0,329,1.009455691651215,0.18924912367146,0.0040742793791574,0.3069025257387741,0.5895704984665484,0.6039052460021741,1.0243138820088689,1.0339994782312036,2.791591791328604,6.236349581775051,1B,model,13.900000000000006,112,player,4.306980480363959,player,10.54333006213901,0.10714285714285714,player,0.10974791592952166
686797,Brooks,Lee,MIN,CLE,True,823657,2026-09-12T20:10:00Z,183.0,382,1.434717098791019,0.1027095649788257,0.0116778282707486,0.4608076685883817,0.6067394144193587,0.600032870132376,0.9889465821280117,1.418858571169995,3.830634370444753,6.236349581775051,3B,model,14.200000000000003,139,player,4.899430030596452,player,11.135779612371504,0.16546762589928057,player,0.16363864308592999
686469,Vinnie,Pasquantino,KC,BOS,False,824712,2026-09-12T20:10:00Z,116.0,309,1.3837701470588235,0.4256432013574661,0.0315503676470588,0.4886368778280542,0.6175897300679196,0.5653608969761151,0.9154311826298333,1.266746342209917,3.419961774698334,6.234876191873629,1B,model,12.0,100,player,4.199533426465374,player,10.434409618339004,0.09,player,0.08238880643668499
