model_version,metric,n_bets_advised,bets_won,bets_lost,win_rate_on_advised_bets,win_rate_on_advised_bets_ci_low,win_rate_on_advised_bets_ci_high,total_staked_units,total_profit_units,roi,roi_p_value,current_bet_streak,best_bet_streak,n_market_resolved,market_accuracy,market_accuracy_ci_low,market_accuracy_ci_high,market_brier_score,market_log_loss,n_paired_market_compared,model_minus_market_brier,model_minus_market_brier_ci_low,model_minus_market_brier_ci_high,model_minus_market_log_loss,model_minus_market_log_loss_ci_low,model_minus_market_log_loss_ci_high,mean_model_minus_market_probability,mean_squared_error_diff,paired_bootstrap_n_date_blocks,n_beat_closing_line_compared,beat_closing_line_rate,beat_closing_line_rate_ci_low,beat_closing_line_rate_ci_high,beat_closing_line_rate_p_value,n_clv_bets,mean_probability_clv
all_time,GamePick_Win_Probability,50,21,29,0.42,0.29375003354711976,0.5576655823142176,113.74233227051279,-7.157124510501805,-0.06292401753711234,0.8048188493829478,1,2,36,0.5833333333333334,0.4220025157487166,0.7285943794855394,0.23153538597516515,0.6538240762619982,36,0.02901564167686438,0.0062126189523673565,0.05042599123630938,0.061435902602851034,0.01444344661426483,0.10582792441358917,-0.03635601008411635,0.029015641676864348,19,36,0.3888888888888889,0.24784873065371002,0.5513554090339486,0.24298495403490966,0,
