model_version,metric,n_bets_advised,bets_won,bets_lost,win_rate_on_advised_bets,win_rate_on_advised_bets_ci_low,win_rate_on_advised_bets_ci_high,total_staked_units,total_profit_units,roi,roi_p_value,current_bet_streak,best_bet_streak,n_market_resolved,market_accuracy,market_accuracy_ci_low,market_accuracy_ci_high,market_brier_score,market_log_loss,n_paired_market_compared,model_minus_market_brier,model_minus_market_brier_ci_low,model_minus_market_brier_ci_high,model_minus_market_log_loss,model_minus_market_log_loss_ci_low,model_minus_market_log_loss_ci_high,mean_model_minus_market_probability,mean_squared_error_diff,paired_bootstrap_n_date_blocks,n_beat_closing_line_compared,beat_closing_line_rate,beat_closing_line_rate_ci_low,beat_closing_line_rate_ci_high,beat_closing_line_rate_p_value,n_clv_bets,mean_probability_clv
all_time,GamePick_Win_Probability,50,21,29,0.42,0.29375003354711976,0.5576655823142176,113.74233227051279,-7.157124510501805,-0.06292401753711234,0.8048188493829478,1,2,38,0.6052631578947368,0.4471786799604255,0.744019242518399,0.22780997132096273,0.6462743372235907,38,0.027938992549122882,0.006912215102999137,0.04919160873022255,0.059242230477795754,0.014760166893011566,0.1037181630887301,-0.035185882727002314,0.027938992549122858,20,38,0.39473684210526316,0.255980757481601,0.5528213200395746,0.2558750795433298,0,
v1,GamePick_Win_Probability,50,21,29,0.42,0.29375003354711976,0.5576655823142176,113.74233227051279,-7.157124510501805,-0.06292401753711234,0.8048188493829478,1,2,38,0.6052631578947368,0.4471786799604255,0.744019242518399,0.22780997132096273,0.6462743372235907,38,0.027938992549122882,0.006912215102999137,0.04919160873022255,0.059242230477795754,0.014760166893011566,0.1037181630887301,-0.035185882727002314,0.027938992549122858,20,38,0.39473684210526316,0.255980757481601,0.5528213200395746,0.2558750795433298,0,
